name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,make,model,model_trim,engine_cc,power_bhp,mileage_value,mileage_unit,torque_nm,torque_rpm,owner_simple,car_age,bhp_per_litre,nm_per_litre,log_selling_price,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,flag_outlier_selling_price,flag_outlier_km_driven,flag_outlier_engine_cc,flag_outlier_power_bhp,flag_outlier_torque_nm,car_cluster
Maruti Swift Dzire VXI 1.2,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI 1.2,1197.0,81.8,21.21,kmpl,113.0,4200.0,First,6,68.33751044277359,94.40267335004177,13.42246945133505,9.210440366976517,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,Tata,Hexa XT,Hexa XT,2179.0,153.86,17.6,kmpl,400.0,2125.0,First,7,70.61037173015146,183.57044515832953,14.23750562376114,10.819798284210286,7.687080155783135,5.042521482958578,5.993961427306569,1,0,1,1,1,3
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport 1.5,EcoSport 1.5 Diesel Titanium Plus BSIV,1498.0,98.96,23.0,kmpl,205.0,2500.0,First,7,66.06141522029372,136.84913217623497,13.76421831620775,10.308985993422082,7.312553498102598,4.604770105966751,5.327876168789581,0,0,0,0,0,0
Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,Hyundai,i20 Active,i20 Active 1.4 SX with AVN,1396.0,88.73,21.19,kmpl,219.66,2125.0,Second,10,63.56017191977078,157.34957020057308,13.321215875492413,10.819798284210286,7.242082359256962,4.496805161309966,5.39662305533216,0,0,0,0,0,0
Hyundai i20 Asta 1.4 CRDi,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20 Asta,i20 Asta 1.4 CRDi,1396.0,88.73,22.54,kmpl,219.7,2125.0,First,13,63.56017191977078,157.378223495702,13.171155446333852,11.695255355062795,7.242082359256962,4.496805161309966,5.396804313262691,0,0,0,0,0,0
Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero 2011-2019,Bolero 2011-2019 SLE,2523.0,62.1,15.96,kmpl,195.0,1800.0,First,10,24.613555291319855,77.28894173602853,12.834683971615659,11.289794413577894,7.8336002236611035,4.144720769547168,5.278114659230517,0,0,1,0,0,4
Nissan Terrano XL Plus 85 PS,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,Nissan,Terrano XL,Terrano XL Plus 85 PS,1461.0,83.8,20.45,kmpl,200.0,1900.0,First,10,57.35797399041752,136.89253935660506,13.270785106659046,11.407576060361786,7.2875606403097235,4.440295542797857,5.303304908059076,0,0,0,0,0,0
Maruti Swift VXI Windsong Limited edition,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 CC,83.11 bhp,115Nm@ 4000rpm,5.0,Maruti,Swift VXI,Swift VXI Windsong Limited edition,1197.0,83.11,20.4,kmpl,115.0,4000.0,Second,10,69.43191311612364,96.0735171261487,12.983101310070822,10.819798284210286,7.088408778675395,4.432125465974346,4.7535901911063645,0,0,0,0,0,2
Datsun RediGO 1.0 S,2020,350000,4000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Datsun,RediGO 1.0,RediGO 1.0 S,999.0,67.0,22.5,kmpl,91.0,4250.0,First,5,67.06706706706707,91.09109109109109,12.765691290604371,8.294299608857235,6.907755278982137,4.219507705176107,4.5217885770490405,0,0,0,0,0,2
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,730000,225000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7.0,Toyota,Innova 2.5,Innova 2.5 G (Diesel) 7 Seater,2494.0,100.0,12.99,kmpl,200.0,2400.0,First,13,40.09623095429029,80.19246190858058,13.500801182986649,12.323860125621126,7.822044008185619,4.61512051684126,5.303304908059076,0,1,1,0,0,4
Hyundai i20 Magna 1.2,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20 Magna,i20 Magna 1.2,1197.0,81.83,18.6,kmpl,114.7,4000.0,First,10,68.3625730994152,95.82289055973266,13.304686600863562,10.463131911491967,7.088408778675395,4.416790314610172,4.751000634199631,0,0,0,0,0,2
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,Toyota,Innova 2.5,Innova 2.5 VX (Diesel) 7 Seater,2494.0,100.6,12.99,kmpl,200.0,2400.0,First,10,40.336808340016034,80.19246190858058,13.864301674514206,11.695255355062795,7.822044008185619,4.6210435351443815,5.303304908059076,0,0,1,0,0,4
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Baleno Alpha,Baleno Alpha 1.3,1248.0,74.0,27.39,kmpl,190.0,2000.0,First,8,59.294871794871796,152.24358974358975,13.507627138738266,11.156264806643742,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Renault Duster 110PS Diesel RxZ,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,Renault,Duster 110PS,Duster 110PS Diesel RxZ,1461.0,108.45,19.6,kmpl,245.0,1750.0,First,7,74.22997946611909,167.6933607118412,13.864301674514206,9.798182590890704,7.2875606403097235,4.695467823968872,5.5053315359323625,0,0,0,0,0,0
Chevrolet Enjoy 1.3 TCDi LS 7,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0,Chevrolet,Enjoy 1.3,Enjoy 1.3 TCDi LS 7,1248.0,73.74,18.2,kmpl,172.5,1750.0,Second,9,59.08653846153846,138.22115384615384,12.948012371209098,11.608244735642321,7.130098510125578,4.314015424057338,5.156177599386914,0,0,0,0,0,0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,SX4 S,SX4 S Cross 2015-2017 DDiS 200 Zeta,1248.0,88.5,23.65,kmpl,200.0,1750.0,First,8,70.91346153846153,160.25641025641025,13.592368256649284,11.002116507732017,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7.0,Toyota,Fortuner 4x2,Fortuner 4x2 AT,2967.0,168.5,12.55,kmpl,360.0,2300.0,First,10,56.791371755982475,121.33468149646107,14.508658238524095,11.002116507732017,7.995643604287271,5.1328529268205045,5.8888779583328805,1,0,1,1,1,3
Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDI,1248.0,74.0,26.59,kmpl,190.0,2000.0,Second,9,59.294871794871796,152.24358974358975,13.304686600863562,11.898194668458823,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Toyota Fortuner 4x2 AT,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7.0,Toyota,Fortuner 4x2,Fortuner 4x2 AT,2967.0,168.5,12.55,kmpl,360.0,2300.0,First,10,56.791371755982475,121.33468149646107,14.45736497045232,11.775297421715827,7.995643604287271,5.1328529268205045,5.8888779583328805,1,0,1,1,1,3
Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5 kmpl,1991 CC,147.9 bhp,320Nm@ 2000rpm,7.0,Chevrolet,Captiva LT,Captiva LT,1991.0,147.9,11.5,kmpl,320.0,2000.0,Third+,14,74.28427925665494,160.72325464590656,13.122365377402328,11.507922973347437,7.596894438144544,5.003274939689963,5.771441123130016,0,0,0,0,0,3
Tata Indica Vista Aqua 1.4 TDI,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm,5.0,Tata,Indica Vista,Indica Vista Aqua 1.4 TDI,1405.0,71.0,17.0,kmpl,135.0,2500.0,Second,14,50.53380782918149,96.08540925266904,12.206077645517674,11.608244735642321,7.2485040723706105,4.276666119016055,4.912654885736052,0,0,0,0,0,1
Nissan Micra Active XL Petrol,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,Nissan,Micra Active,Micra Active XL Petrol,1198.0,67.04,19.49,kmpl,104.0,4000.0,First,9,55.95993322203674,86.81135225375627,12.821260987319457,10.463131911491967,7.089243155027514,4.220095767527661,4.653960350157523,0,0,0,0,0,2
Hyundai Verna Transform CRDi VGT SX ABS,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,Hyundai,Verna Transform,Verna Transform CRDi VGT SX ABS,1493.0,110.0,16.2,kmpl,235.3596,2325.0,Second,15,73.67716008037507,157.64206296048224,12.468440756144114,11.608244735642321,7.309212365692763,4.709530201312334,5.465354374142314,0,0,0,0,0,0
Mahindra KUV 100 mFALCON D75 K8,2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,Mahindra,KUV 100,KUV 100 mFALCON D75 K8,1198.0,77.0,25.32,kmpl,190.0,2000.0,First,9,64.27378964941569,158.59766277128548,12.54254845357358,11.51293546492023,7.089243155027514,4.356708826689592,5.25227342804663,0,0,0,0,0,0
Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga VXI,Ertiga VXI,1373.0,93.7,16.02,kmpl,130.0,4000.0,First,11,68.24471959213402,94.68317552804079,13.321215875492413,9.952325334619427,7.2254814727822945,4.550714000192032,4.875197323201151,0,0,0,0,0,2
Ford Fiesta Titanium 1.5 TDCi,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5 kmpl,1498 CC,90 bhp,204Nm@ 2000-2750rpm,5.0,Ford,Fiesta Titanium,Fiesta Titanium 1.5 TDCi,1498.0,90.0,23.5,kmpl,204.0,2375.0,Second,12,60.08010680907877,136.1815754339119,12.611541086966115,11.002116507732017,7.312553498102598,4.51085950651685,5.3230099791384085,0,0,0,0,0,0
Tata Indigo CS LX DiCOR,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6 kmpl,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,Tata,Indigo CS,Indigo CS LX DiCOR,1405.0,70.0,16.6,kmpl,140.235095,,First,15,49.8220640569395,99.81145551601423,11.849404844423074,10.596659732783579,7.2485040723706105,4.2626798770413155,4.9504258423348055,0,0,0,0,0,1
Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10 Magna,i10 Magna 1.1L,1086.0,68.05,19.81,kmpl,99.04,4500.0,First,17,62.66114180478821,91.19705340699815,12.345834587905333,10.819798284210286,6.99117688712121,4.234830879855301,4.605570106009418,0,0,0,0,0,1
Maruti A-Star Vxi,2010,200000,65000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,Maruti,A-Star Vxi,A-Star Vxi,998.0,66.1,19.0,kmpl,90.0,3500.0,Second,15,66.23246492985972,90.18036072144288,12.206077645517674,11.082157933374816,6.906754778648554,4.206184043977636,4.51085950651685,0,0,0,0,0,1
Maruti Wagon R VXI BSIII,2011,200000,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon R,Wagon R VXI BSIII,998.0,67.1,18.9,kmpl,90.0,3500.0,First,14,67.23446893787575,90.18036072144288,12.206077645517674,11.289794413577894,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Hyundai Verna 1.6 CRDi S,2015,560000,119000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 CRDi S,1582.0,126.2,23.9,kmpl,259.9,2325.0,First,10,79.7724399494311,164.28571428571428,13.235693848424024,11.686887175419702,7.367077059881012,4.845760650906022,5.564137192142683,0,0,0,0,0,0
Maruti Ertiga SHVS VDI,2016,750000,80000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga SHVS,Ertiga SHVS VDI,1248.0,88.5,24.52,kmpl,200.0,1750.0,First,9,70.91346153846153,160.25641025641025,13.527829818844937,11.289794413577894,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Maruti Swift VDI BSIV,2017,585000,90000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift VDI,Swift VDI BSIV,1248.0,74.0,25.2,kmpl,190.0,2000.0,First,8,59.294871794871796,152.24358974358975,13.279368835614243,11.407576060361786,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Hyundai Verna 1.6 VTVT S Option,2016,760000,20000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 VTVT S Option,1591.0,121.4,17.01,kmpl,154.9,4200.0,First,9,76.30421118793213,97.36015084852295,13.541075028051122,9.90353755128617,7.3727463664043285,4.807294370078226,5.049214776063731,0,0,0,0,0,2
Maruti Swift VDI BSIV,2014,430000,80000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift VDI,Swift VDI BSIV,1248.0,74.0,25.2,kmpl,190.0,2000.0,Second,11,59.294871794871796,152.24358974358975,12.971542813248437,11.289794413577894,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Mahindra KUV 100 D75 K6 Plus,2020,480000,44665,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,Mahindra,KUV 100,KUV 100 D75 K6 Plus,1198.0,77.0,25.32,kmpl,190.0,2000.0,First,5,64.27378964941569,158.59766277128548,13.081543466215237,10.70696786478042,7.089243155027514,4.356708826689592,5.25227342804663,0,0,0,0,0,0
Kia Seltos HTE D,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1493 CC,113.4 bhp,250nm@ 1500-2750rpm,5.0,Kia,Seltos HTE,Seltos HTE D,1493.0,113.4,20.8,kmpl,250.0,2125.0,First,6,75.95445411922304,167.44809109176154,13.3739015584285,9.210440366976517,7.309212365692763,4.739701078945697,5.5254529391317835,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT S,2018,500000,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Xcent 1.2,Xcent 1.2 VTVT S,1197.0,81.86,20.14,kmpl,113.75,4000.0,First,7,68.38763575605681,95.02923976608187,13.122365377402328,11.002116507732017,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Honda Brio 1.2 S MT,2016,425000,22000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,Honda,Brio 1.2,Brio 1.2 S MT,1198.0,86.8,18.5,kmpl,109.0,4500.0,First,9,72.45409015025042,90.98497495826378,12.959846800844963,9.99884318585288,7.089243155027514,4.475061500641071,4.700480365792417,0,0,0,0,0,2
Maruti Alto 800 LXI,2014,250000,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 LXI,796.0,47.3,22.74,kmpl,69.0,3500.0,First,11,59.42211055276381,86.68341708542714,12.429220196836383,10.12667110305036,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Maruti Celerio LDi,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0,Maruti,Celerio LDi,Celerio LDi,796.0,47.0,27.62,kmpl,125.0,2000.0,First,9,59.04522613065326,157.03517587939697,12.560247968016562,11.156264806643742,6.680854678790215,3.871201010907891,4.836281906951478,0,0,0,0,0,0
Maruti Swift Dzire VXi,2008,160000,123000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXi,1298.0,85.8,17.5,kmpl,114.0,4000.0,Third+,17,66.10169491525423,87.82742681047766,11.982935344196433,11.719947764402807,7.1693500166706,4.463606621666305,4.74493212836325,0,0,0,0,0,1
Volkswagen Vento Diesel Trendline,2011,250000,70000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento Diesel,Vento Diesel Trendline,1598.0,103.6,20.54,kmpl,250.0,2000.0,Second,14,64.83103879849811,156.44555694618273,12.429220196836383,11.156264806643742,7.377133712833954,4.650143551630823,5.5254529391317835,0,0,0,0,0,0
Chevrolet Beat LS,2013,170000,70000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,Chevrolet,Beat LS,Beat LS,1199.0,79.4,18.6,kmpl,108.0,4400.0,Second,12,66.22185154295246,90.07506255212677,12.04355959836804,11.156264806643742,7.090076835776092,4.387014176184921,4.6913478822291435,0,0,0,0,0,2
Toyota Etios Liva GD,2013,409999,45000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Etios Liva,Etios Liva GD,1364.0,67.06,23.59,kmpl,170.0,2100.0,First,12,49.16422287390029,124.63343108504398,12.92391243868049,10.714439990727769,7.21890970761906,4.22038966907276,5.14166355650266,0,0,0,0,0,0
Hyundai Grand i10 AT Asta,2015,400000,40000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 AT Asta,1197.0,82.0,18.9,kmpl,114.0,4000.0,First,10,68.50459482038428,95.23809523809523,12.899222326086994,10.596659732783579,7.088408778675395,4.418840607796598,4.74493212836325,0,0,0,0,0,2
Maruti Swift Dzire VDI,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDI,1248.0,74.02,28.4,kmpl,190.0,2000.0,First,6,59.31089743589743,152.24358974358975,13.45883704259595,10.308985993422082,7.130098510125578,4.317754744653741,5.25227342804663,0,0,0,0,0,0
Honda Civic 1.8 V AT,2007,350000,90000,Petrol,Individual,Automatic,First Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0,Honda,Civic 1.8,Civic 1.8 V AT,1799.0,130.0,12.9,kmpl,172.0,4300.0,First,18,72.26236798221234,95.60867148415787,12.765691290604371,11.407576060361786,7.495541943884256,4.875197323201151,5.153291594497779,0,0,0,0,0,1
Maruti Ertiga BSIV VXI,2016,660000,34000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,Maruti,Ertiga BSIV,Ertiga BSIV VXI,1373.0,91.1,17.5,kmpl,130.0,4000.0,Second,9,66.35105608157319,94.68317552804079,13.399996629152975,10.434145214930487,7.2254814727822945,4.522874943261261,4.875197323201151,0,0,0,0,0,2
Maruti Alto 800 VXI,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto 800,Alto 800 VXI,796.0,47.3,24.7,kmpl,69.0,3500.0,First,8,59.42211055276381,86.68341708542714,12.498745990829315,10.12667110305036,6.680854678790215,3.877431560658527,4.248495242049359,0,0,0,0,0,2
Chevrolet Beat Diesel LT,2013,300000,50000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,Chevrolet,Beat Diesel,Beat Diesel LT,936.0,57.6,25.44,kmpl,150.0,1750.0,First,12,61.53846153846153,160.25641025641025,12.611541086966115,10.819798284210286,6.842683282238422,4.070734696582967,5.017279836814924,0,0,0,0,0,0
Tata Tiago 1.2 Revotron XZ,2017,450000,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago 1.2,Tiago 1.2 Revotron XZ,1199.0,84.0,23.84,kmpl,114.0,3500.0,First,8,70.05838198498749,95.07923269391159,13.017005083966255,11.407576060361786,7.090076835776092,4.442651256490317,4.74493212836325,0,0,0,0,0,2
Chevrolet Beat Diesel LT,2012,220000,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,Chevrolet,Beat Diesel,Beat Diesel LT,936.0,57.6,25.44,kmpl,150.0,1750.0,Second,13,61.53846153846153,160.25641025641025,12.301387370778713,11.156264806643742,6.842683282238422,4.070734696582967,5.017279836814924,0,0,0,0,0,0
Tata New Safari DICOR 2.2 VX 4x2,2009,250000,146000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0,Tata,New Safari,New Safari DICOR 2.2 VX 4x2,2179.0,138.0,13.93,kmpl,320.0,2200.0,Second,16,63.33180357962369,146.85635612666363,12.429220196836383,11.891368749982085,7.687080155783135,4.9344739331306915,5.771441123130016,0,0,1,0,0,3
Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,Ford,Figo Petrol,Figo Petrol EXI,1196.0,70.0,15.6,kmpl,102.0,4000.0,Second,13,58.52842809364549,85.28428093645485,12.611541086966115,11.350418300109132,7.087573705557973,4.2626798770413155,4.634728988229636,0,0,0,0,0,1
Tata Indica V2 2001-2011 DLS BSIII,2009,88000,201850,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,Tata,Indica V2,Indica V2 2001-2011 DLS BSIII,1396.0,52.8,17.88,kmpl,85.0,2500.0,Second,16,37.82234957020057,60.88825214899714,11.385103457032141,12.215285080442706,7.242082359256962,3.9852734671677386,4.454347296253507,0,1,0,0,0,1
Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDI,1248.0,74.0,26.59,kmpl,190.0,2000.0,First,9,59.294871794871796,152.24358974358975,13.237477967034438,10.308985993422082,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Maruti Swift Dzire VDI,2018,755000,15000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VDI,1248.0,74.02,28.4,kmpl,190.0,2000.0,First,7,59.31089743589743,152.24358974358975,13.534474352733596,9.61587214452889,7.130098510125578,4.317754744653741,5.25227342804663,0,0,0,0,0,0
Datsun RediGO S,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,Datsun,RediGO S,RediGO S,799.0,53.64,22.7,kmpl,72.0,4386.0,First,8,67.13391739674593,90.11264080100125,12.367345048436391,10.12667110305036,6.684611727667927,4.0007662152625345,4.290459441148391,0,0,0,0,0,2
Maruti Alto K10 LXI,2011,165000,90000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 LXI,998.0,67.1,20.92,kmpl,90.0,3500.0,First,14,67.23446893787575,90.18036072144288,12.013706813470414,11.407576060361786,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,1
Maruti Swift Dzire LDi,2008,190000,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire LDi,1248.0,73.9,19.3,kmpl,190.0,2000.0,Second,17,59.21474358974359,152.24358974358975,12.154784614286667,11.289794413577894,7.130098510125578,4.316153890523174,5.25227342804663,0,0,0,0,0,0
Tata Indica V2 DLX BSII,2011,110000,50000,Diesel,Individual,Manual,First Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,Tata,Indica V2,Indica V2 DLX BSII,1396.0,53.5,17.2,kmpl,83.35652499999999,,First,14,38.32378223495702,59.71097779369627,11.608244735642321,10.819798284210286,7.242082359256962,3.9982007016691985,4.435052162253841,0,0,0,0,0,1
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8.0,Mahindra,Bolero 2011-2019,Bolero 2011-2019 DI 4WD NON AC,2523.0,63.0,13.6,kmpl,180.0,1470.0,Second,13,24.97027348394768,71.3436385255648,12.676079399771027,11.289794413577894,7.8336002236611035,4.1588830833596715,5.198497031265826,0,0,1,0,0,4
Maruti Swift VDI BSIV,2010,330000,110000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV,,,,unknown,,,Second,15,,,12.706850963741102,11.608244735642321,,,,0,0,0,0,0,1
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20 Asta,i20 Asta Option 1.2,1197.0,81.83,18.6,kmpl,114.7,4000.0,First,9,68.3625730994152,95.82289055973266,13.199326270390594,10.545367754151743,7.088408778675395,4.416790314610172,4.751000634199631,0,0,0,0,0,2
